ID,Предмет,Класс,Задание,ЕстьАудио,ЕстьКартинки
vpr_sd_944887,geography,8,На рисунках представлены контуры стран — соседей России с указанием столиц этих стран. Подпишите под каждым рисунком рядом с номером название столицы соответствующей страны. Финляндия | Китай | Польша | Азербайджан // | | | // 1 — _________ | 2 — _________ | 3 — _________ | 4 — _________ Определите расположение указанных Вами стран на схеме и впишите в пустые квадраты их номера .,Нет,Да
vpr_sd_945656,geography,8,"На рисунках представлены климатограммы, построенные по данным метеонаблюдений в разных частях России. Рассмотрите климатограммы и выполните задания. Определите, какому климатическому поясу / типу климата соответствует каждая климатограмма. Подпишите название климатического пояса / типа климата под соответствующей климатограммой. А | | Б // | | // | |",Нет,Да
vpr_sd_945658,geography,8,Какие климатообразующие факторы определяют климат Казани? Запишите в ответе их номера. 1) расположение за Северным полярным кругом 2) распространение многолетней мерзлоты 3) равнинный рельеф 4) удалённость океанов 5) преобладание западного переноса воздушных масс 6) близость холодных вод Северного Ледовитого океана,Нет,Нет
vpr_sd_945444,geography,8,"Школьник из Астрахани описал особенности местного климата в письме своему другу, который живёт в Салехарде. Для климата нашего города характерны большие годовые и суточные колебания температуры воздуха. Воздушные массы меняют своё направление в течение года, и часто ветры приносят сухой воздух из полупустынь и пустынь Казахстана. Осадков у нас выпадает мало, и климат считается самым засушливым в Р",Нет,Нет
vpr_sd_945445,geography,8,Какие климатообразующие факторы определяют климат Астрахани? Запишите в ответе их номера. 1) расположение на побережье Тихого океана 2) равнинность территории 3) распространение многолетней мерзлоты 4) смена тропических и умеренных воздушных масс в течение года 5) расположение на юге Европейской части России 6) барьерная роль рельефа,Нет,Нет
vpr_sd_944616,geography,8,С какой из указанных стран Россия имеет только морскую границу? Запишите в ответе название страны.,Нет,Нет
vpr_sd_944892,geography,8,На рисунках представлены контуры стран — соседей России с указанием столиц этих стран. Подпишите под каждым рисунком рядом с номером название столицы соответствующей страны. Монголия | Казахстан | Азербайджан | Норвегия // | | | // 1 — _________ | 2 — _________ | 3 — _________ | 4 — _________ Определите расположение указанных Вами стран на схеме и впишите в пустые квадраты их номера .,Нет,Да
vpr_sd_945881,geography,8,С какой из указанных Вами стран Россия имеет самую длинную сухопутную границу? Запишите в ответе название страны.,Нет,Нет
vpr_sd_945795,geography,8,Карта для выполнения заданий 4.2.,Нет,Да
vpr_sd_944918,geography,8,"Школьник из Красноярска описал особенности местного климата в письме своему другу, который живёт в Ставрополе. Зима в нашем городе обычно сухая и морозная, случаются морозы до −45 °С, но иногда бывают и оттепели. Незамерзающий зимой Енисей, на берегах которого стоит наш город, немного смягчает климат в городе. Снег ложится в начале ноября, а тает только к апрелю. Летом погода тёплая, но с большими",Нет,Нет
vpr_sd_944919,geography,8,"Какие климатообразующие факторы определяют климат Красноярска? Запишите в ответе их номера. 1) расположение за Северным полярным кругом 2) удалённость от морских побережий 3) большой угол падения солнечных лучей в течение всего года 4) мощный зимний антициклон 5) горы, препятствующие проникновению холодных воздушных масс 6) близость крупных водных объектов",Нет,Нет
vpr_sd_944625,geography,8,"Используя представленную ниже таблицу и графики динамики численности населения по субъектам Российской Федерации за период 2005−2018 гг., выполните задания. Динамика численности населения, тыс. человек № п/п | Субъекты РФ | 2005 г. | 2010 г. | 2012 г. | 2014 г. | 2018 г. // 1 | Кемеровская область | 2806 | 2761 | 2742 | 2725 | 2709 // 2 | Московская область | 6784 | 7106 | 7048 | 7231 | 7423 // 3 ",Нет,Да
vpr_sd_944998,geography,8,"Карта для выполнения заданий 6.1, 8.1 Карта составлена по состоянию на 01.01.2020",Нет,Да
vpr_sd_944999,geography,8,"Школьники — члены клуба юных географов участвовали в проекте «Географическая экспедиция по родному краю». Цель экспедиции, основные вопросы, поставленные перед экспедицией, и результаты исследований они оформили в виде приведённой ниже таблицы. Выполните задания и заполните таблицу. Цель экспедиции: изучение природы своего региона Название региона (субъекта РФ):________________ Административный це",Нет,Нет
vpr_sd_944572,geography,8,С какой из указанных стран Россия имеет самую северную сухопутную границу? Запишите в ответе название страны.,Нет,Нет
vpr_sd_944349,geography,8,На рисунках представлены контуры стран — соседей России с указанием столиц этих стран. Подпишите под каждым рисунком рядом с номером название соответствующей страны. | | | // | | | // 1 — _________ | 2 — _________ | 3 — _________ | 4 — _________ Определите расположение указанных стран на схеме и впишите в пустые квадраты их номера.,Нет,Да
vpr_sd_944350,geography,8,С какой из указанных Вами стран Россия имеет самую протяженную речную границу? Запишите в ответе название страны.,Нет,Нет
vpr_sd_944274,geography,8,"Школьник из Читы описал особенности местного климата в письме своему другу, который живёт в Екатеринбурге. Зима в нашем городе холодная, продолжительная и малоснежная. Средняя температура воздуха –25…−30 °С, но может опускаться до −40 °С. В феврале – марте дуют сильные ветры. Снег начинает таять только в конце апреля. Лето хотя и тёплое, но довольно короткое. Пасмурных дней мало, почти всегда ясно",Нет,Нет
vpr_sd_944275,geography,8,"Какие климатообразующие факторы определяют климат Читы? Запишите в ответе их номера. 1) влияние хребтов пояса гор Южной Сибири 2) муссонная циркуляция воздушных масс 3) расположение во внутренней части материка, вдали от побережий 4) расположение за Северным полярным кругом 5) мощный зимний антициклон 6) влияние западного переноса воздушных масс",Нет,Нет
vpr_sd_944363,geography,8,Какие климатообразующие факторы НЕ являются определяющими для климата СанктПетербурга? Запишите в ответе их номера. 1) западный перенос воздушных масс 2) приморское положение 3) частое вторжение тропических воздушных масс 4) распространение многолетней мерзлоты 5) равнинный рельеф 6) большие абсолютные высоты территории,Нет,Нет
vpr_sd_944886,geography,8,На рисунках представлены контуры стран — соседей России с указанием столиц этих стран. Подпишите под каждым рисунком рядом с номером название столицы соответствующей страны. Беларусь | Финляндия | Монголия | КНДР // | | | // 1 — _________ | 2 — _________ | 3 — _________ | 4 — _________ Определите расположение указанных Вами стран на схеме и впишите в пустые квадраты их номера .,Нет,Да
vpr_sd_945191,geography,8,С какой из указанных Вами стран Россия граничит по суше и по акватории Балтийского моря? Запишите в ответе название страны.,Нет,Нет
vpr_sd_944888,geography,8,На рисунках представлены контуры стран — соседей России с указанием столиц этих стран. Подпишите под каждым рисунком рядом с номером название столицы соответствующей страны. Грузия | Казахстан | Китай | Латвия // | | | // 1 — _________ | 2 — _________ | 3 — _________ | 4 — _________ Определите расположение указанных Вами стран на схеме и впишите в пустые квадраты их номера .,Нет,Да
vpr_sd_945144,geography,8,С какой из указанных Вами стран Россия не имеет сухопутной границы? Запишите в ответе название страны.,Нет,Нет
vpr_sd_944764,geography,8,На границе с какой страной расположена крайняя южная точка России? Запишите в ответе название страны.,Нет,Нет
vpr_sd_944598,geography,8,C какой из указанных стран морская граница России проходит в Баренцевом море? Запишите в ответе название страны.,Нет,Нет
vpr_sd_945869,geography,8,С какой из указанных Вами стран Россия имеет самую короткую сухопутную границу? Запишите в ответе название страны.,Нет,Нет
vpr_sd_944895,geography,8,На рисунках представлены контуры стран — соседей России с указанием столиц этих стран. Подпишите под каждым рисунком рядом с номером название столицы соответствующей страны. Финляндия | Азербайджан | Украина | Япония // | | | // 1 — _________ | 2 — _________ | 3 — _________ | 4 — _________ Определите расположение указанных Вами стран на схеме и впишите в пустые квадраты их номера .,Нет,Да
vpr_sd_944280,geography,8,С какой из указанных стран участок морской границы проходит по Каспийскому морю-озеру? Запишите в ответе название страны.,Нет,Нет
vpr_sd_944924,geography,8,С какой из указанных Вами стран Россия имеет сухопутную и морскую границу? Запишите в ответе название страны.,Нет,Нет
vpr_sd_944893,geography,8,На рисунках представлены контуры стран — соседей России с указанием столиц этих стран. Подпишите под каждым рисунком рядом с номером название столицы соответствующей страны. Украина | Финляндия | Норвегия | Монголия // | | | // 1 — _________ | 2 — _________ | 3 — _________ | 4 — _________ Определите расположение указанных Вами стран на схеме и впишите в пустые квадраты их номера .,Нет,Да
vpr_sd_944199,geography,8,На рисунках представлены контуры стран — соседей России c указанием столиц этих стран. Подпишите под каждым рисунком рядом с номером название соответствующей страны. | | | // | | | // 1 — _________ | 2 — _________ | 3 — _________ | 4 — _________ Определите расположение указанных стран на схеме и впишите в пустые квадраты их номера.,Нет,Да
vpr_sd_944192,geography,8,С какой из указанных Вами стран Россия имеет только сухопутную границу? Запишите в ответе название страны.,Нет,Нет
vpr_sd_944193,geography,8,На диаграмме отображена протяжённость границ России с указанными странами. Установите соответствие между столбцами диаграммы и названиями этих стран. Запишите в ответе номера стран под соответствующими буквами. А | Б | В | Г // | | |,Нет,Да
vpr_sd_945458,geography,8,С какой из указанных стран Россия не имеет морской границы? Запишите в ответе название страны.,Нет,Нет
vpr_sd_945726,geography,8,"Используя приведённую ниже таблицу и графики динамики численности населения по субъектам Российской Федерации за период 2002–2018 гг., выполните задания. Динамика численности населения, тыс. человек № п/п | Субъекты РФ | 2002 г. | 2010 г. | 2014 г. | 2016 г. | 2018 г. // 1 | Краснодарский край | 5125 | 5226 | 5404 | 5513 | 5603 // 2 | Свердловская область | 4486 | 4297 | 4320 | 4330 | 4325 // 3 | ",Нет,Да
vpr_sd_945113,geography,8,"Какие климатообразующие факторы определяют климат Казани? Запишите в ответе их номера. 1) расположение за Северным полярным кругом 2) удалённость от океанов 3) равнинный рельеф 4) горы, препятствующие проникновению холодных воздушных масс 5) преобладание западного переноса воздушных масс 6) тёплое океаническое течение",Нет,Нет
vpr_sd_945082,geography,8,С какой из указанных Вами стран Россия имеет самую протяжённую речную границу? Запишите в ответе название страны.,Нет,Нет
vpr_sd_945411,geography,8,На рисунках представлены контуры стран — соседей России с указанием столиц этих стран. Подпишите под каждым рисунком рядом с номером название столицы соответствующей страны. Финляндия | Латвия | Казахстан | США // | | | // 1 — _________ | 2 — _________ | 3 — _________ | 4 — _________ Определите расположение указанных Вами стран на схеме и впишите в пустые квадраты их номера .,Нет,Да
vpr_sd_944554,geography,8,С какой из указанных Вами стран участок сухопутной границы России проходит севернее полярного круга? Запишите в ответе название страны.,Нет,Нет
vpr_sd_944555,geography,8,На диаграмме отображена структура границ России с указанными странами (в % по видам границ). Установите соответствие между столбцами диаграммы и названиями этих стран. Запишите в ответе номера стран под соответствующими буквами. А | Б | В | Г // | | |,Нет,Да
vpr_sd_944380,geography,8,"Школьник из Тюмени описал особенности местного климата в письме своему другу, который живёт в Смоленске. На климат нашего города оказывают влияние как холодные атмосферные фронты, идущие с севера, так и сухие тёплые ветры из Казахстана. Зима холодная, она длится три-четыре месяца. Лето недолгое, но довольно тёплое (в июле температура может достигать 30 °С). Весна и осень затяжные, с резкими перепа",Нет,Нет
vpr_sd_944381,geography,8,"Какие климатообразующие факторы определяют климат Тюмени? Запишите в ответе их номера? Запишите в ответе их номера. 1) расположение во внутренней части материка, восточнее Урала 2) близость Тихого океана 3) равнинный рельеф территории 4) частые вторжения холодных воздушных масс с Северного Ледовитого океана 5) большой угол падения солнечных лучей в течение всего года 6) большие абсолютные высоты т",Нет,Нет
vpr_sd_944977,geography,8,"Используя представленную ниже таблицу и графики динамики численности населения по субъектам Российской Федерации за период 2005–2016 гг., выполните задания. Динамика численности населения, тыс. человек № п/п | Субъекты РФ | 2005 г. | 2010 г. | 2012 г. | 2014 г. | 2016 г. // 1 | Республика Бурятия | 967 | 972 | 972 | 978 | 984 // 2 | Иркутская область | 2492 | 2428 | 2422 | 2415 | 2409 // 3 | Оренб",Нет,Да
vpr_sd_945652,geography,8,"Школьники — члены клуба юных географов участвовали в проекте «Географическая экспедиция по родному краю». Цель экспедиции, основные вопросы, поставленные перед экспедицией, и результаты исследований они оформили в виде приведенной ниже таблицы. Выполните задания и заполните таблицу. Цель экспедиции: изучение природы своего региона Название региона (субъекта РФ): __________________ Административный",Нет,Да
vpr_sd_945653,geography,8,"Путь от точки Б до точки В туристы преодолевали на автомобиле. По пути они делали фотографии и записи в дневнике. Рассмотрите фотографии, прочитайте записи туристов и ответьте на вопросы. Наш путь лежал на юг из города, расположенного на реке Каме. Всего в черте города протекают более 300 рек и ручьёв. Протекая по территории города, эти реки испытывают сильное антропогенное воздействие, и вода в н",Нет,Да
vpr_sd_944834,geography,8,"Какая из указанных Вами стран не имеет границы с основной территорией России, а граничит с её полуэксклавом? Запишите в ответе название страны.",Нет,Нет
vpr_sd_945209,geography,8,С какой из указанных Вами стран Россия граничит по реке Амур? Запишите в ответе название страны.,Нет,Нет
vpr_sd_944148,geography,8,С какой из указанных Вами стран участок морской границы России проходит по Чёрному морю? Запишите в ответе название страны.,Нет,Нет
vpr_sd_944894,geography,8,На рисунках представлены контуры стран — соседей России с указанием столиц этих стран. Подпишите под каждым рисунком рядом с номером название столицы соответствующей страны. Польша | Азербайджан | Казахстан | Китай // | | | // 1 — _________ | 2 — _________ | 3 — _________ | 4 — _________ Определите расположение указанных Вами стран на схеме и впишите в пустые квадраты их номера .,Нет,Да
vpr_sd_944968,geography,8,С какой из указанных Вами стран бóльшая часть границы России проходит по горной местности? Запишите в ответе название страны.,Нет,Нет
vpr_sd_944949,geography,8,На рисунках представлены контуры стран — соседей России. Подпишите под каждым рисунком рядом с номером название соответствующей страны. | | | // | | | // 1 — _________ | 2 — _________ | 3 — _________ | 4 — _________ Определите расположение указанных стран на схеме и впишите в пустые квадраты их номера.,Нет,Да
vpr_sd_944950,geography,8,С какой из указанных Вами стран участок морской границы России проходит по Каспийскому морю-озеру? Запишите в ответе название страны.,Нет,Нет
vpr_sd_944890,geography,8,На рисунках представлены контуры стран — соседей России с указанием столиц этих стран. Подпишите под каждым рисунком рядом с номером название столицы соответствующей страны. Белоруссия | Норвегия | Китай | Северная Корея // | | | // 1 — _________ | 2 — _________ | 3 — _________ | 4 — _________ Определите расположение указанных Вами стран на схеме и впишите в пустые квадраты их номера .,Нет,Да
vpr_sd_944885,geography,8,На рисунках представлены контуры стран — соседей России с указанием столиц этих стран. Подпишите под каждым рисунком рядом с номером название столицы соответствующей страны. Монголия | Белоруссия | Япония | Грузия // | | | // 1 — _________ | 2 — _________ | 3 — _________ | 4 — _________ Определите расположение указанных Вами стран на схеме и впишите в пустые квадраты их номера .,Нет,Да
vpr_sd_944881,geography,8,На рисунках представлены контуры стран — соседей России с указанием столиц этих стран. Подпишите под каждым рисунком рядом с номером название столицы соответствующей страны. КНДР | Китай | Норвегия | Украина // | | | // 1 — _________ | 2 — _________ | 3 — _________ | 4 — _________ Определите расположение указанных Вами стран на схеме и впишите в пустые квадраты их номера .,Нет,Да
vpr_sd_944306,geography,8,С какой из указанных стран Россия имеет морскую границу? Запишите в ответе название страны.,Нет,Нет
vpr_sd_945654,geography,8,"Используя приведённую ниже таблицу и графики динамики численности населения по субъектам Российской Федерации за период 2005–2018 гг., выполните задания. Динамика численности населения, тыс. человек № п/п | Субъекты РФ | 2005 г. | 2010 г. | 2012 г. | 2014 г. | 2018 г. // 1 | Тюменская область | 1309 | 1343 | 1385 | 1429 | 1518 // 2 | Красноярский край | 2869 | 2829 | 2847 | 2859 | 2874 // 3 | Киро",Нет,Да
vpr_sd_945909,geography,8,"Используя приведённую ниже таблицу и графики динамики численности населения по субъектам Российской Федерации за период 2005–2016 гг., выполните задания. Динамика численности населения, тыс. человек № п/п | Субъекты РФ | 2005 г. | 2010 г. | 2012 г. | 2014 г. | 2016 г. // 1 | Республика Коми | 963 | 899 | 880 | 864 | 850 // 2 | Республика Ингушетия | 417 | 415 | 442 | 464 | 481 // 3 | Сахалинская о",Нет,Да
vpr_sd_944817,geography,8,"Используя представленную ниже таблицу и графики динамики численности населения по субъектам Российской Федерации за период 2005–2016 гг., выполните задания. Динамика численности населения, тыс. человек № п/п | Субъекты РФ | 2005 г. | 2010 г. | 2012 г. | 2014 г. | 2016 г. // 1 | Томская область | 1024 | 1049 | 1064 | 1074 | 1077 // 2 | Республика Бурятия | 967 | 972 | 972 | 978 | 983 // 3 | Новгоро",Нет,Да
vpr_sd_944799,geography,8,"Используя представленную ниже таблицу и графики динамики численности населения по субъектам Российской Федерации за период 2005–2018 гг., выполните задания. Динамика численности населения, тыс. человек № п/п | Субъекты РФ | 2005 г. | 2010 г. | 2012 г. | 2014 г. | 2018 г. // 1 | Ханты-Мансийский автономный округ — Югра | 1468 | 1537 | 1584 | 1612 | 1664 // 2 | Чеченская Республика | 1152 | 1275 | 1",Нет,Да
vpr_sd_945704,geography,8,"Используя приведённую ниже таблицу и графики динамики численности населения по субъектам Российской Федерации за период 2002–2018 гг., выполните задания. Динамика численности населения, тыс. человек № п/п | Субъекты РФ | 2002 г. | 2010 г. | 2014 г. | 2016 г. | 2018 г. // 1 | Ленинградская область | 1669 | 1716 | 1763 | 1778 | 1813 // 2 | Республика Мордовия | 888 | 834 | 812 | 807 | 805 // 3 | Рес",Нет,Да
vpr_sd_944607,geography,8,"Используя представленную ниже таблицу и графики динамики численности населения по субъектам Российской Федерации за период 2005−2018 гг., выполните задания. Динамика численности населения, тыс. человек № п/п | Субъекты РФ | 2005 г. | 2010 г. | 2012 г. | 2014 г. | 2018 г. // 1 | Ненецкий автономный округ | 42 | 42 | 43 | 43 | 44 // 2 | Республика Марий Эл | 713 | 695 | 690 | 687 | 681 // 3 | Тульск",Нет,Да
vpr_sd_944641,geography,8,"Используя представленную ниже таблицу и графики динамики численности населения по субъектам Российской Федерации за период 2005–2016 гг., выполните задания. Динамика численности населения, тыс. человек № п/п | Субъекты РФ | 2005 г. | 2010 г. | 2012 г. | 2014 г. | 2016 г. // 1 | Тамбовская область | 1139 | 1090 | 1037 | 1062 | 1040 // 2 | Амурская область | 861 | 829 | 817 | 810 | 802 // 3 | Новоси",Нет,Да
vpr_sd_945702,geography,8,"Используя приведённую ниже таблицу и графики динамики численности населения по субъектам Российской Федерации за период 2002–2018 гг., выполните задания. Динамика численности населения, тыс. человек № п/п | Субъекты РФ | 2002 г. | 2010 г. | 2014 г. | 2016 г. | 2018 г. // 1 | Калужская область | 1041 | 1010 | 1004 | 1009 | 1012 // 2 | Калининградская область | 955 | 941 | 963 | 976 | 994 // 3 | Заб",Нет,Да
vpr_sd_945174,geography,8,"Динамика численности населения, человек № п/п | Субъекты РФ | 2014 г. | 2015 г. | 2016 г. | 2017 г. | 2018 г. // 1 | Самарская область | 3211187 | 3212676 | 3205975 | 3203679 | 3193514 // 2 | Омская область | 1973876 | 1978183 | 1978466 | 1972682 | 1960081 // 3 | Липецкая область | 1159866 | 1157865 | 1156093 | 1156221 | 1150201 // 4 | Краснодарский край | 5404273 | 5453329 | 5513804 | 5570945 | 5",Нет,Да
vpr_sd_944773,geography,8,"Используя представленную ниже таблицу и графики динамики численности населения по субъектам Российской Федерации за период 2005–2018 гг., выполните задания. Динамика численности населения, тыс. человек № п/п | Субъекты РФ | 2005 г. | 2010 г. | 2012 г. | 2014 г. | 2018 г. // 1 | Ненецкий автономный округ | 42 | 42 | 43 | 43 | 44 // 2 | Республика Тыва | 303 | 308 | 310 | 314 | 324 // 3 | Тульская о",Нет,Да
vpr_sd_944139,geography,8,"Используя представленную ниже таблицу и графики динамики численности населения по субъектам Российской Федерации за период 2005−2018 гг., выполните задания. Динамика численности населения, тыс. человек № п/п | Субъекты РФ | 2005 г. | 2010 г. | 2012 г. | 2014 г. | 2018 г. // 1 | Сахалинская область | 521 | 497 | 494 | 488 | 490 // 2 | Пермский край | 2719 | 2634 | 2634 | 2637 | 2611 // 3 | Республи",Нет,Да
vpr_sd_945109,geography,8,"Используя представленную ниже таблицу и графики динамики численности населения по субъектам Российской Федерации за период 2005–2018 гг., выполните задания. Динамика численности населения, тыс. человек № п/п | Субъекты РФ | 2005 г. | 2010 г. | 2012 г. | 2014 г. | 2018 г. // 1 | Удмуртская Республика | 1546 | 1520 | 1518 | 1518 | 1507 // 2 | Республика Ингушетия | 417 | 415 | 442 | 464 | 498 // 3 |",Нет,Да
vpr_sd_945003,geography,8,"Используя представленную ниже таблицу и графики динамики численности населения по субъектам Российской Федерации за период 2005–2016 гг., выполните задания. Динамика численности населения, тыс. человек № п/п | Субъекты РФ | 2005 г. | 2010 г. | 2012 г. | 2014 г. | 2016 г. // 1 | Самарская область | 3226 | 3215 | 3213 | 3226 | 3203 // 2 | Алтайский край | 2503 | 2417 | 2399 | 2385 | 2366 // 3 | г. М",Нет,Да
vpr_sd_944201,geography,8,"Используя представленную ниже таблицу и графики динамики численности населения по субъектам Российской Федерации за период 2005−2018 гг., выполните задания. Динамика численности населения, тыс. человек № п/п | Субъекты РФ | 2005 г. | 2010 г. | 2012 г. | 2014 г. | 2018 г. // 1 | Тюменская область | 1309 | 1343 | 1385 | 1429 | 1518 // 2 | Красноярский край | 2869 | 2829 | 2847 | 2859 | 2874 // 3 | К",Нет,Да
vpr_sd_944959,geography,8,"Используя представленную ниже таблицу и графики динамики численности населения по субъектам Российской Федерации за период 2005–2018 гг., выполните задания. Динамика численности населения, тыс. человек № п/п | Субъекты РФ | 2005 г. | 2010 г. | 2012 г. | 2014 г. | 2018 г. // 1 | Ивановская область | 1102 | 1060 | 1049 | 1037 | 1004 // 2 | Республика Дагестан | 2693 | 2914 | 2946 | 2990 | 3086 // 3 ",Нет,Да
vpr_sd_944933,geography,8,"Используя представленную ниже таблицу и графики динамики численности населения по субъектам Российской Федерации за период 2005−2018 гг., выполните задания. Динамика численности населения, тыс. человек № п/п | Субъекты РФ | 2005 г. | 2010 г. | 2012 г. | 2014 г. | 2018 г. // 1 | Республика Марий Эл | 713 | 695 | 690 | 687 | 681 // 2 | Краснодарский край | 5127 | 5230 | 5330 | 5454 | 5648 // 3 | Вол",Нет,Да
vpr_sd_945047,geography,8,"Используя представленную ниже таблицу и графики динамики численности населения по субъектам Российской Федерации за период 2005–2018 гг., выполните задания. Динамика численности населения, тыс. человек № п/п | Субъекты РФ | 2005 г. | 2010 г. | 2012 г. | 2014 г. | 2018 г. // 1 | Республика Ингушетия | 417 | 415 | 442 | 464 | 498 // 2 | Самарская область | 3226 | 3215 | 3213 | 3213 | 3183 // 3 | Кра",Нет,Да
vpr_sd_944843,geography,8,"Используя представленную ниже таблицу и графики динамики численности населения по субъектам Российской Федерации за период 2005–2016 гг., выполните задания. Динамика численности населения, тыс. человек № п/п | Субъекты РФ | 2005 г. | 2010 г. | 2012 г. | 2014 г. | 2016 г. // 1 | Кемеровская область | 2806 | 2761 | 2742 | 2725 | 2709 // 2 | Московская область | 6784 | 7106 | 7048 | 7231 | 7423 // 3 ",Нет,Да
vpr_sd_945719,geography,8,"Используя приведённую ниже таблицу и графики динамики численности населения по субъектам Российской Федерации за период 2002–2018 гг., выполните задания. Динамика численности населения, тыс. человек № п/п | Субъекты РФ | 2002 г. | 2010 г. | 2014 г. | 2016 г. | 2018 г. // 1 | Мурманская область | 892 | 795 | 771 | 762 | 753 // 2 | Республика Алтай | 202 | 206 | 211 | 215 | 218 // 3 | Московская обл",Нет,Да
vpr_sd_944581,geography,8,"Используя представленную ниже таблицу и графики динамики численности населения по субъектам Российской Федерации за период 2005−2018 гг., выполните задания. Динамика численности населения, тыс. человек № п/п | Субъекты РФ | 2005 г. | 2010 г. | 2012 г. | 2014 г. | 2018 г. // 1 | Краснодарский край | 5127 | 5230 | 5330 | 5454 | 5648 // 2 | Пермский край | 2719 | 2634 | 2634 | 2637 | 2611 // 3 | Кали",Нет,Да
vpr_sd_945716,geography,8,"Используя приведённую ниже таблицу и графики динамики численности населения по субъектам Российской Федерации за период 2002–2018 гг., выполните задания. Динамика численности населения, тыс. человек № п/п | Субъекты РФ | 2002 г. | 2010 г. | 2014 г. | 2016 г. | 2018 г. // 1 | Ивановская область | 1148 | 1061 | 1043 | 1029 | 1014 // 2 | Краснодарский край | 5125 | 5226 | 5404 | 5513 | 5603 // 3 | Св",Нет,Да
vpr_sd_944537,geography,8,"Используя представленную ниже таблицу и графики динамики численности населения по субъектам Российской Федерации за период 2005−2018 гг., выполните задания. Динамика численности населения, тыс. человек № п/п | Субъекты РФ | 2005 г. | 2010 г. | 2012 г. | 2014 г. | 2018 г. // 1 | Владимирская область | 1486 | 1441 | 1422 | 1406 | 1366 // 2 | Оренбургская область | 2093 | 2032 | 2016 | 2001 | 1963 //",Нет,Да
vpr_sd_944245,geography,8,"Используя представленную ниже таблицу и графики динамики численности населения по субъектам Российской Федерации за период 2005−2018 гг., выполните задания. Динамика численности населения, тыс. человек № п/п | Субъекты РФ | 2005 г. | 2010 г. | 2012 г. | 2014 г. | 2018 г. // 1 | Московская область | 6784 | 7106 | 7048 | 7231 | 7599 // 2 | Пензенская область | 1420 | 1384 | 1369 | 1356 | 1318 // 3 |",Нет,Да
vpr_sd_945135,geography,8,"Используя представленную ниже таблицу и графики динамики численности населения по субъектам Российской Федерации за период 2005–2018 гг., выполните задания. Динамика численности населения, тыс. человек № п/п | Субъекты РФ | 2005 г. | 2010 г. | 2012 г. | 2014 г. | 2018 г. // 1 | Владимирская область | 1486 | 1441 | 1422 | 1406 | 1366 // 2 | Оренбургская область | 2093 | 2032 | 2016 | 2001 | 1963 //",Нет,Да
vpr_sd_944227,geography,8,"Используя представленную ниже таблицу и графики динамики численности населения по субъектам Российской Федерации за период 2005−2018 гг., выполните задания. Динамика численности населения, тыс. человек № п/п | Субъекты РФ | 2005 г. | 2010 г. | 2012 г. | 2014 г. | 2018 г. // 1 | Республика Калмыкия | 294 | 289 | 284 | 281 | 272 // 2 | Калужская область | 1023 | 1009 | 1006 | 1011 | 1009 // 3 | Респ",Нет,Да
