ID,Предмет,Класс,Задание,Картинки,Файл
vpr_sd_945884,physics,7,"На рисунке представлен график зависимости проекции скорости от времени для прямолинейно движущегося тела. Используя данные графика, выберите из предложенного перечня два верных утверждения. Укажите их номера. 1) На участке ОА тело увеличивало скорость. 2) В момент времени t 2 модуль скорости тела был равен нулю. 3) В промежуток времени от t 1 до t 2 тело изменило направление движения на противоположное. 4) На участке ОА тело покоилось. 5) Тело снижало скорость быстрее, чем набирало скорость.",Да,vpr_physics_7.json
vpr_sd_945853,physics,7,"Кабина лифта движется относительно противовеса со скоростью 2 м/с. С какой скоростью кабина лифта движется относительно стенок шахты? С какой скоростью противовес движется относительно стенок шахты? Кабина и противовес связаны нерастяжимым тросом. Запишите в ответ два числа подряд, без разделительных знаков.",Нет,vpr_physics_7.json
vpr_sd_945763,physics,7,"Небольшую иголку вставили в пробку. Острый конец иголки находится на уровне нижнего края пробки, верхний — на уровне верхнего. Затем пробку поставили на 50-копеечную монету, и всю эту конструкцию поместили на деревянную доску. После этого по пробке резко ударили молотком, и иголка пробила монетку. Почему так произошло? Что показывает этот опыт?",Нет,vpr_physics_7.json
vpr_sd_945750,physics,8,"За 0,5 мин работы в электрической лампе была израсходована энергия 900 Дж. Известно, что через лампу протекает ток силой 0,5 А. Найдите напряжение, под которым работает лампа. Ответ дайте в вольтах.",Нет,vpr_physics_8.json
vpr_sd_946121,physics,8,"Школьница Алиса проводит опыты с подвешенной к потолку пружиной, кубиком, большим числом одинаковых шариков и гирями. Алиса обнаружила, что подвешенный к пружине кубик растягивает её сильнее, чем шарик и гиря массой 300 г, но слабее, чем шарик и гиря массой 500 г. Также Алиса обнаружила, что подвешенный к пружине кубик растягивает пружину сильнее, чем три шарика, но слабее, чем четыре шарика. Какой может быть масса шарика? А масса кубика? Известно, что величина растяжения пружины прямо пропорцио",Нет,vpr_physics_8.json
vpr_sd_945943,physics,8,"Имеется набор разновесов, при помощи которых взвешивают небольшие гайки. Оказалось, что масса 15 гаек меньше 9 граммов, а 16 уже больше, масса 16 гаек меньше 10 граммов, а 17 горошинок больше, масса 18 гаек меньше, 11 граммов, а масса 19 гаек больше 11 граммов. Дальнейшие вычисления проводите с точностью до тысячных грамма. 1) В каком из экспериментов масса гайки будет определена с наименьшей погрешностью и почему? 2) Определите массу гайки по результатам каждого из трёх экспериментов. 3) Запиши",Нет,vpr_physics_8.json
vpr_sd_945941,physics,8,"Один из концов нити ученик закрепил на штативе, к другому привязал гайку и отклонил её от положения равновесия. Гайка стала раскачиваться на нити, приходя в крайние положения через одинаковые промежутки времени. При помощи часов с секундной стрелкой ученик засекал моменты времени, когда гайка занимала крайнее правой положение. Десятый раз гайка заняла его в промежуток времени с 21 до 22 секунды, 17-й раз с 36 до 37 секунды, а 20-й — между 42 с до 43 с. Промежуток времени между двумя последовател",Нет,vpr_physics_8.json
vpr_sd_946109,physics,8,"Садоводу нужно взвесить ведро яблок, которые он собрал. Чему равна цена деления тех весов, которые лучше подойдут садоводу для взвешивания 7 кг яблок? 1 2 3 На первых и третьих весах данные в граммах, на вторых - в килограммах. Ответ дайте в килограммах.",Да,vpr_physics_8.json
vpr_sd_946102,physics,8,"Температура тела здорового человека равна +36,6 °C — такую температуру называют нормальной. На рисунке изображены три термометра. Чему равна цена деления того термометра, который подойдет для измерения температуры тела с необходимой точностью? 1 2 3 Дайте ответ в градусах Цельсия.",Да,vpr_physics_8.json
vpr_sd_946106,physics,8,"На уроке физики Миша узнал, что температура измеряется не только в градусах Цельсия, но и по Фаренгейту. Определите цену деления прибора, который ему нужен, чтобы точно узнать температуру воздуха за окном (40°F). 1 2 3 Дайте ответ в градусах по Фаренгейту.",Да,vpr_physics_8.json
vpr_sd_945886,physics,8,"Учителю физкультуры необходимо произвести замеры бега 100 м 9 «А» класса. На пятерку необходимо преодолеть дистанцию за 13,8 секунды, на четверку 14,2 секунды, а на тройку 14,6 секунды. Чему равна цена деления секундомера, который подходит для более точного определения времени. 1 2 3 Ответ запишите в секундах.",Да,vpr_physics_8.json
vpr_sd_946116,physics,8,"Марии необходимо измерить давление в Па одного из помещений, где давление должно быть около 105 000 Па. Чему равна цена деления барометра, который подходит для определения давления в этой комнате. На первом барометре верхняя шкала измеряется в «x 1000 Па», нижняя — «мм. рт. ст.». На втором барометре верхняя шкала измеряется в мм. рт. ст., нижняя — в гПа. На третьем барометре шкала измеряется в мм. рт. ст. Считайте, что 1 мм. рт. ст. = 133 Па. 1 2 3 Ответ запишите в миллиметрах ртутного столба.",Да,vpr_physics_8.json
vpr_sd_945236,physics,8,"Егор взвесил яблоко и получил результат 200 г. Ниже изображены весы трёх типов — кухонные для продуктов и двое напольных для взвешивания людей. На круглой, треугольной и прямоугольной выносках крупно показаны фрагменты шкал этих весов. Определите цену деления тех весов, с помощью которых Егор не мог определить массу данного яблока.",Да,vpr_physics_8.json
vpr_sd_945904,physics,8,"На одном участке цепи необходимо установить силу тока в 62 А. На рисунке изображены амперметры. Чему равна цена деления того амперметра, который подойдёт для измерения и контроля силы тока? Ответ запишите в амперах.",Да,vpr_physics_8.json
vpr_sd_945979,physics,8,"Инженеру необходимо подобрать прибор для измерения частоты вращения вала двигателя. Известно, что максимальная расчётная частота вращения составляет 5 тысяч оборотов в минуту (RPM — «rotations per minute»). Помогите инженеру выбрать подходящий прибор, который обеспечит наиболее точное измерение частоты. В ответе укажите цену деления этого прибора. Ответ дайте в оборотах в минуту. 1 2 3",Да,vpr_physics_8.json
vpr_sd_946122,physics,8,"Учителю физкультуры необходимо произвести замеры бега 30 м 9 «Б» класса. На пятерку необходимо преодолеть дистанцию за 4,62 секунд, на четверку 4,91 секунд, а на тройку 5,3 секунд. Чему равна цена деления секундомера, который подходит для более точного определения времени? 1 2 3 Ответ запишите в секундах.",Да,vpr_physics_8.json
vpr_sd_945884,physics,8,"Алисе нужно накачать волейбольный мячик до давления 0,3 атм. На рисунке изображены три манометра. Чему равна цена деления того манометра, который подойдёт Алисе для наиболее точного измерения и контроля давления в волейбольном мячике при его накачивании? 1 бар = 1 атм. 0,1 MPa = 1 атм. 101,325 kPa = 1 атм. 1 2 3 Ответ запишите в атмосферах.",Да,vpr_physics_8.json
vpr_sd_946097,physics,8,"Определите цену деления спидометра, который точнее покажет скорость 52 км/ч. 1 2 3 Ответ дайте в километрах в час.",Да,vpr_physics_8.json
vpr_sd_945885,physics,8,"Егору нужно измерить силу тока на плате между контактами, которая по заявлению производителя должна составлять 6,2 А. На рисунке изображены амперметра. Чему равна цена деления того амперметра, который лучше подойдёт Егору для измерения силы тока? Ответ запишите в амперах.",Да,vpr_physics_8.json
vpr_sd_946123,physics,8,"Даниилу необходимо измерить давление в мм ртутного столба одного из помещений, где давление должно быть около 790 мм. рт. ст. Чему равна цена деления барометра, который подходит для определения давления в этой комнате. На первом барометре верхняя шкала измеряется в «x 1000 Па», нижняя — «мм. рт. ст.». На втором барометре верхняя шкала измеряется в «мм. рт. ст.», нижняя — «гПа». На третьем барометре шкала измеряется в «мм. рт. ст.». 1 2 3 Ответ запишите в миллиметрах ртутного столба.",Да,vpr_physics_8.json
vpr_sd_945917,physics,8,"Васе нужно накачать шину автомобиля до давления 2,6 атм. На рисунке изображены три манометра. Чему равна цена деления того манометра, который подойдёт Васе для измерения и контроля давления в шине при её накачивании? 1 бар = 1 атм. 1 2 3 Ответ запишите в атмосферах.",Да,vpr_physics_8.json
vpr_sd_945874,physics,8,"В сосуд с водой положили кусок льда. Каково отношение массы льда к массе воды, если весь лед растаял и в сосуде установилась температура 0 °С? Теплообменом с окружающим воздухом пренебречь. Начальные температуры воды и льда определите из графика зависимости температуры t от времени τ для воды и льда в процессе теплообмена.",Да,vpr_physics_8.json
vpr_sd_945865,physics,8,"На велосипеде установлен генератор, вырабатывающий электрическую энергию для двух последовательно соединенных ламп. В каждой лампе сила тока 0,3 А при напряжении на каждой лампе 6 В. Чему равна работа тока генератора за 2 часа? Ответ запишите в килоджоулях.",Нет,vpr_physics_8.json
vpr_sd_945975,physics,8,"Петя проводил эксперимент по определению силы тока в цепи. Для этого он взял два одинаковых резистора, батарейку с напряжением 3 В и амперметр. Петя сначала собрал последовательную цепь из батарейки, резистора и амперметра. Прибор показал силу тока равную 1,2 А. После этого Петя добавил в цепь второй резистор, подсоединив его последовательно. Какую силу тока теперь покажет амперметр? Ответ дайте в амперах.",Нет,vpr_physics_8.json
vpr_sd_946113,physics,8,"Твёрдые тела Вещество Температура плавления, °C Удельная теплота плавления, кДж/кг Алюминий 660 380 Лёд 0 330 Медь 1083 180 Олово 232 59 Свинец 327 25 Серебро 960 87 Сталь 1400 82 Кузнец разогрел слитки стали и меди одинаковой массы до температуры плавления . Найдите отношение теплоты, необходимой для плавления стали, к количеству теплоты, необходимой для плавления меди.",Нет,vpr_physics_8.json
vpr_sd_945983,physics,8,"Как известно, наша планета Земля является большим магнитом. Какой магнитный полюс находится вблизи Северного географического полюса Земли? Объясните свой ответ.",Нет,vpr_physics_8.json
vpr_sd_945956,physics,8,"Археологи обнаружили топор неандертальца, состоящий из чудом сохранившейся деревянной ручки и каменного тесла. Плотность дерева равна 600 кг/м 3 , объём ручки 12 дм 3 . Известно, что масса деревянной ручки составляет 1/6 всей массы, а объём ручки — половину всего объёма. 1) Какую массу имеет деревянная ручка и каменное тесло? Ответ дайте с точностью до десятых для массы ручки и с точностью до целых для массы тесла. 2) Чему равна плотность камня? Ответ дайте с точностью до целых. Ответ: 1) масса ",Нет,vpr_physics_8.json
vpr_sd_945229,physics,8,"Туристу-лыжнику было лень идти до проруби, поэтому вместо того, чтобы зачерпнуть V = 3 л воды из проруби, он насыпал в алюминиевый котелок m = 3 кг сухого снега, имеющего температуру 0 °C. Плотность воды удельная теплота плавления льда Потерями теплоты можно пренебречь. Снег состоит из мелких кристалликов льда. 1) Определите массу воды, которую туристу нужно было зачерпнуть из проруби. 2) Какое количество теплоты нужно было затратить, чтобы превратить снег в котелке в воду? 3) На сколько дольше ",Да,vpr_physics_8.json
vpr_sd_945940,physics,8,"В качестве составной части экспериментального вольтова столба используются одинаковые медные и цинковые монетки, смоченные кислотой. Пара из вольтовой и цинковой монетки образуют гальванический элемент. Их прикладывают друг к другу и вольтметром измеряют напряжение на концах полученного столбика. Общее напряжение при последовательном соединении равно сумме напряжений элементов. Если сложить 3 элемента, стрелка вольтметра покажет меньше 1 вольта, если сложить 4 элемента, то больше 1 В, если сложи",Нет,vpr_physics_8.json
vpr_sd_945237,physics,8,"В кипящую воду можно спокойно налить растительное масло. Но если в масло, кипящее при температуре +130 °C, капнуть воду, то масло тут же начинает разбрызгиваться. Объясните это явление.",Нет,vpr_physics_8.json
vpr_sd_945712,physics,8,"В стакан, содержащий лед при температуре −5 °C, налили воду, имеющую температуру 40 °C. Каково отношение массы воды к массе льда, если весь лед растаял и в стакане установилась температура 0 °C? Теплообменом с окружающим воздухом пренебречь. (Удельная теплоемкость воды — 4,2 кДж/(кг·°С), льда — 2,1 кДж/(кг·°С), удельная теплота плавления льда — 330 кДж/кг.) Ответ дайте с точностью до сотых.",Нет,vpr_physics_8.json
vpr_sd_945931,physics,8,"На рисунке приведены графики зависимости силы тока от напряжения для трёх различных резисторов. Определите сопротивление того резистора, у которого оно наименьшее. Ответ дайте в омах.",Да,vpr_physics_8.json
vpr_sd_945744,physics,8,"При напряжении 120 В электрическая лампа в течение 0,5 мин потребила 900 Дж энергии. Чему равна сила тока в лампе? Ответ запишите в амперах.",Нет,vpr_physics_8.json
vpr_sd_945969,physics,8,"Для отопления сельского дома было закуплено 4 кубометра еловых дров. Материал дров Плотность, кг/м 3 Удельная теплота сгорания, МДж/кг Ель 450 15,5 Сосна 520 15,5 Берёза 650 15 Лиственница 590 15,5 Дуб 690 15 Пользуясь приведённой таблицей, определите, какое количество теплоты в среднем требуется для обогрева дома в сутки, если известно, что купленного запаса хватит на 150 дней. Ответ дайте в мегаджоулях.",Нет,vpr_physics_8.json
vpr_sd_945705,physics,8,"К северному полюсу полосового магнита подносят маленькую магнитную стрелку. Укажите рисунок, на котором правильно показано установившееся положение магнитной стрелки. 1) 1 2) 2 3) 3 4) 4",Да,vpr_physics_8.json
vpr_sd_945959,physics,8,"Наташа выяснила, что яблоко средних размеров имеет объём 225 см 3 , а средняя плотность яблок равна 800 кг/м 3 . Яблоки фасуют по мешкам так, чтобы масса яблок в одном мешке была равна 30 кг. 1) Сколько в среднем яблок будет в одном мешке? Ответ округлите до целого числа. 2) Какая масса яблок будет в кузове автомобиля, если в него положат 17000 яблок? Ответ дайте с точностью до целых. Ответ: 1) количество яблок штук 2) масса яблок кг.",Нет,vpr_physics_8.json
vpr_sd_945734,physics,8,"Какая мощность выделяется в резисторе R 2 , включенном в электрическую цепь, схема которой изображена на рисунке? (Ответ дать в ваттах.) R 1 = 3 Ом, R 2 = 2 Ом, R 3 = 1 Ом, ЭДС источника 5 В, внутреннее сопротивление источника пренебрежимо мало.",Да,vpr_physics_8.json
vpr_sd_945965,physics,8,"Напряжение в сети дачного посёлка имеет суточные колебания от 200 В до 240 В. При этом лампочка накаливания с вольфрамовой нитью, подключённая к сети, испытывает колебания тока в течение суток от 0,25 А до 0,28 А. Известно, что при комнатной температуре t 0 = 20 °C сопротивление нити этой лампочки R 0 = 95 Ом, а температурный коэффициент сопротивления вольфрама = 4,1⋅10 -3 1/°С (температурным коэффициентом сопротивления называется величина, равная относительному изменению электрического сопротив",Да,vpr_physics_8.json
vpr_sd_945860,physics,8,"Двум ученикам выдали по четыре одинаковых резистора сопротивлением 2 Ом каждый, соединительные провода, источник постоянного напряжения U = 5 В и очень хороший амперметр. Первый ученик собрал цепь, изображенную на рисунке 1, второй ученик собрал цепь, изображенную на рисунке 2. Рис. 1 Рис. 2 Определите разность показаний амперметров второго и первого учеников.",Да,vpr_physics_8.json
vpr_sd_945771,physics,8,"В тонкостенный сосуд налили воду, поставили его на электрическую плитку мощностью 800 Вт и начали нагревать. На рисунке представлен график зависимости температуры воды t от времени τ . Найдите массу налитой в сосуд воды. Потерями теплоты и теплоёмкостью сосуда пренебречь. Ответ дайте в килограммах.",Да,vpr_physics_8.json
vpr_sd_945949,physics,8,"Расстояние между двумя населенными пунктами мотоцикл преодолевает за 30 минут, двигаясь со скоростью 10 м/с. 1) Сколько времени он потратит на обратную дорогу, если будет двигаться со скоростью 15 м/с? 2) Какой была средняя скорость мотоцикла за все время движения? Оба ответа дайте с точностью до целых. Ответ: 1) время мин 2) средняя скорость м/с.",Нет,vpr_physics_8.json
vpr_sd_945964,physics,8,"Электрический самовар имеет два нагревателя: первый мощностью 600 Вт, второй мощностью 300 Вт. В самовар налили 5 л воды с температурой 25 °С. Удельная теплоёмкость воды 4200 Дж/(кг · °C). 1) Какое количество теплоты потребуется, чтобы довести воду до кипения? Ответ дайте в килоджоулях. 2) Через какое время вода закипит, если включён только первый нагреватель? Ответ дайте в секундах. 3) Через какое время закипит вода, если нагреватели включили последовательно? Ответ дайте в секундах. Напишите по",Нет,vpr_physics_8.json
vpr_sd_945984,physics,8,"Инженеру необходимо подобрать прибор для измерения частоты вращения вала двигателя. Известно, что максимальная расчётная частота вращения составляет 6 тысяч оборотов в минуту (RPM — «rotations per minute»). Помогите инженеру выбрать подходящий прибор, который обеспечит наиболее точное измерение частоты. В ответе укажите цену деления этого прибора. Ответ дайте в оборотах в минуту. 1 2 3",Да,vpr_physics_8.json
vpr_sd_945918,physics,8,"Маша крепко зажала в кулак льдинку массой 0,03 кг, температура которой была равна 0 °C. Через некоторое время льдинка растаяла. Какое количество теплоты отдала ладонь Маши льду, если его удельная теплота плавления 330 000 Дж/кг? Ответ запишите в джоулях.",Нет,vpr_physics_8.json
vpr_sd_946125,physics,8,"Плавкий предохранитель счетчика электроэнергии в квартирной сети напряжением 220 В снабжен надписью: «6 А». Какова максимальная суммарная мощность электрических приборов, которые можно одновременно включить в сеть, чтобы предохранитель не расплавился? Ответ дайте в ваттах.",Нет,vpr_physics_8.json
vpr_sd_945688,physics,8,"В справочнике физических свойств различных материалов представлена следующая таблица плотностей и удельных теплоёмкостей. Вещество Плотность, кг/м 3 Удельная теплоемкость, Дж/кг·°С Алюминий 2700 920 Железо 7800 460 Лёд 900 2100 Медь 8900 380 Олово 7300 250 Свинец 11300 140 Серебро 10500 250 Сталь 7800 500 Брусок из стали массой 25 кг нагрели на 50 °C. На сколько градусов нужно нагреть брусок серебра массой 15 кг, чтобы энергии потраченные на нагревание были равны? Ответ округлите до целых.",Нет,vpr_physics_8.json
vpr_sd_945957,physics,8,"Археологи обнаружили топор неандертальца, состоящий из чудом сохранившейся деревянной ручки и каменного тесла. Плотность камня равна 3000 кг/м 3 , его объём составляет 12 дм 3 . Известно, что масса каменного тесла составляет 5/6 всей массы топора, а его объём — половину всего объема. 1) Какая масса каменного тесла и деревянной ручки? Ответ дайте с точностью до десятых для массы ручки и с точностью до целых для массы тесла. 2) Чему равна плотность дерева, из которого изготовлена ручка топора? Отв",Нет,vpr_physics_8.json
vpr_sd_946105,physics,8,"Утром у Вани поднялась температура. Определите цену деления прибора, который ему нужен, чтобы точно узнать температуру тела (с точностью до десятых). 1 2 3 Дайте ответ в градусах Цельсия.",Да,vpr_physics_8.json
vpr_sd_945987,physics,8,"Воду, взятую при температуре 40 °С, поместили в морозильную камеру. На рисунке представлен график зависимости температуры t воды от времени τ . Определите мощность морозильника, если в процессе кристаллизации вода отдала количество теплоты 900 кДж. Ответ дайте в ваттах.",Да,vpr_physics_8.json
vpr_sd_945736,physics,8,"Груз массой 2 кг равномерно втаскивают по шероховатой наклонной плоскости, имеющей высоту 0,6 м и длину 1 м, действуя на него силой, равной по модулю 20 Н и направленной вдоль наклонной плоскости. Чему равен КПД наклонной плоскости? В ответе запишите целое число процентов.",Нет,vpr_physics_8.json
vpr_sd_946135,physics,8,"В справочнике физических свойств различных материалов представлена следующая таблица плотностей, удельных теплоёмкостей и удельных теплот сгорания. Вещество Плотность, кг/м 3 Удельная теплоемкость, Дж/кг·°С Алюминий 2700 920 Вода 1000 2700 Железо 7800 460 Лёд 900 2100 Медь 8900 380 Олово 7300 250 Топливо Плотность, кг/м 3 Удельная теплота сгорания, МДж/кг Береза (сухая) 700 13 Бензин 710 46 Керосин 800 46 Нефть 800 44 Сосна (сухая) 400 13 Спирт 800 27 На сколько увеличится температура бруска жел",Нет,vpr_physics_8.json
vpr_sd_945803,physics,8,"Линейный проводник закрепили над магнитной стрелкой и собрали электрическую цепь, представленную на рисунке. При замыкании ключа магнитная стрелка 1) останется на месте 2) повернется на 180° 3) повернется на 90° и установится перпендикулярно плоскости рисунка южным полюсом на читателя 4) повернется на 90° и установится перпендикулярно плоскости рисунка северным полюсом на читателя",Да,vpr_physics_8.json
vpr_sd_945944,physics,8,"Наташа взяла стальной чайник массой 1,2 кг, налила в него 1,9 кг воды. Измерила температуру, которая оказалась равной 20 °С. Взяла металлический брусок массой 650 г, опустила его в кипяток, а потом перенесла брусок в чайник. С помощью термометра она установила, что температура в чайнике стала равной 25 °С. 1) Какое количество теплоты получили чайник с водой от нагретого бруска? Удельная теплоёмкость воды и стали равны соответственно 4200 Дж/(кг · °С) и 500 Дж/(кг · °С). 2) Какое значение удельно",Нет,vpr_physics_8.json
vpr_sd_946127,physics,8,"Перебирая свои «сокровища», ученик нашёл моток медной проволоки, покрытой тонким слоем лака (диэлектрика). Оба конца проволоки были вне мотка, и ученик решил воспользоваться этим, чтобы найти длину проволоки, не разматывая мотка. Взвесив моток, ученик нашёл, что его масса 0,5 кг. Соединив концы мотка с источником напряжения 6 В, ученик измерил, что сила тока 1,5 А. Какова длина проволоки? Будем считать, что массой лака можно пренебречь. Плотность меди Ответ дайте в метрах.",Да,vpr_physics_8.json
vpr_sd_945922,physics,8,"Школьника попросили определить объём одной монетки и выдали для этого 55 одинаковых монет, рычажные весы и набор гирек. Проблема оказалась в том, что самая лёгкая гирька в наборе имела массу 10 г, а монеты были достаточно лёгкими. Школьник провёл несколько опытов и выяснил, что если на одну чашу весов положить 7 монет, то они перевешивают гирю массой 10 г, но легче, чем гиря массой 20 г. Если положить на чашу весов 15 монет, то они легче, чем гиря массой 30 г, но тяжелее, чем гири массой 20 г. А",Нет,vpr_physics_8.json
vpr_sd_945700,physics,8,"Кузнец кует железную подкову массой 500 г при температуре 1000 °C. Закончив ковку, он бросает подкову в сосуд с водой. Раздается шипение, и над сосудом поднимается пар. Найдите массу воды, испаряющуюся при погружении в нее раскаленной подковы. Считайте, что вода уже нагрета до температуры кипения. Ответ выразите в граммах. (Удельная теплоемкость железа — 460 Дж/(кг · °С), удельная теплота парообразования воды — 2,3 · 10 6 Дж/кг.)",Нет,vpr_physics_8.json
vpr_sd_945856,physics,8,"Определите показания амперметра, если показания вольтметра равны 6 В. Ответ дайте в амперах.",Да,vpr_physics_8.json
vpr_sd_945980,physics,8,"Петя проводил эксперимент по определению силы тока в цепи. Для этого он взял два одинаковых резистора, батарейку с напряжением 1,5 В и амперметр. Петя сначала собрал последовательную цепь из батарейки, резистора и амперметра. Прибор показал силу тока, равную 1 А. После этого Петя добавил в цепь второй резистор, подсоединив его последовательно. Какую силу тока теперь покажет амперметр? Ответ дайте в амперах.",Нет,vpr_physics_8.json
vpr_sd_945968,physics,8,"Гайка была завинчена на заводе при помощи автоматического гаечного ключа, обеспечивающего заданный момент силы. Станок был отрегулирован так, что момент силы при закручивании гаек составлял 120 H · м. Вася может оторвать от пола груз максимальной массой 40 кг. Гаечный ключ какой минимальной длины необходимо взять Васе для того, чтобы отвернуть завинченную на заводе гайку? Ускорение свободного падения равно 10 Н/кг. Ответ дайте в метрах.",Нет,vpr_physics_8.json
vpr_sd_945234,physics,8,"Васе подарили кубик Рубика, и он решил измерить его массу с помощью динамометра, рассчитанного на 1 Н. Но кубик оказался слишком тяжёлым — при подвешивании его к крюку динамометра прибор «зашкаливал». Тогда Вася стал медленно опускать подвешенный к динамометру кубик в кастрюлю с водой и измерять, как зависят показания динамометра от того, какая часть объёма кубика погружена в воду. Результаты своих измерений Вася записал в таблицу. Определите при помощи этой таблицы массу кубика, если ускорение ",Нет,vpr_physics_8.json
vpr_sd_945955,physics,8,"Света решила заменить воду в аквариуме. Она взяла четыре ведёрка воды, каждое из которых вмещает 5 кг. Измерила температуру воды, она оказалась равной 14 °С. Чтобы получить воду необходимой температуры 20 °С девочка решила долить горячей воды, имеющей температуру 40 °С. 1) Какое количество теплоты получила холодная вода? 2) Сколько горячей воды нужно взять Свете? Считаем, что тепловых потерь не происходило. Оба ответа дайте с точностью до целых. Ответ: 1) количество теплоты Дж 2) масса воды кг.",Нет,vpr_physics_8.json
vpr_sd_945731,physics,8,"Для изготовления кипятильника использовали проволоку длиной l = 1 м и поперечным сечением S = 0,05 мм 2 с удельным сопротивлением ρ = 1,2 · 10 -6 Ом · м. Кипятильник включили в сеть с синусоидальным напряжением, неизменное эффективное (действующее) значение которого равно U = 220 В. Через какое время τ он вскипятит 1 литр воды с начальной температурой t 1 = 20 ºС в отсутствие потерь теплоты? Ответ дайте в виде целого числа минут и секунд.",Нет,vpr_physics_8.json
vpr_sd_945230,physics,8,"Толя взял стрелочный вольтметр, рассчитанный на измерение напряжения не более 4 В, и решил увеличить его предел измерений до 12 В. Для этого Толя припаял к одному из выходов вольтметра дополнительный резистор и переградуировал шкалу прибора, получив тем самым вольтметр с увеличенным внутренним сопротивлением и расширенным диапазоном измерений. То есть, когда вольтметр по старой шкале показывал значение напряжения 4 В, на новой шкале стрелка указывала на деление в 12 В. 1) Если напряжение на посл",Нет,vpr_physics_8.json
vpr_sd_945701,physics,8,"Кузнец кует железную подкову массой 350 г при температуре 1100 °C. Закончив ковку, он бросает подкову в сосуд с водой. Раздается шипение, и над сосудом поднимается пар. Найдите массу воды, испаряющуюся при погружении в нее раскаленной подковы. Считайте, что вода уже нагрета до температуры кипения. Ответ выразите в граммах. (Удельная теплоемкость железа — 460 Дж/⁠(кг · °C), удельная теплота парообразования воды — 2,3 · 10 6 Дж/⁠кг.)",Нет,vpr_physics_8.json
vpr_sd_946119,physics,8,"В справочнике физических свойств различных материалов представлена следующая таблица плотностей и удельных теплот парообразования. Вещество Плотность, кг/м 3 Удельная теплота парообразования, МДж/кг Вода 1000 2,3 Ртуть 13600 0,3 Спирт 800 0,9 Эфир 710 0,4 Какое количество теплоты выделится, при испарении 3 кг ртути? Ответ дайте в мегаджоулях.",Нет,vpr_physics_8.json
